unita,aria,acqua,potenza,ct,termico
TK,-3,22,20.82,No,No
TK,-3,23,20.82,No,No
TK,-3,24,20.82,No,No
TK,-3,25,20.82,No,No
TK,-3,26,20.82,No,No
TK,-3,27,20.82,No,No
TK,-3,28,20.82,No,No
TK,-3,29,20.82,No,No
TK,-3,30,20.82,No,No
TK,-3,31,20.82,No,No
TK,-3,32,20.82,No,No
TK,-3,33,20.82,No,No
TK,-3,34,20.82,No,No
TK,-3,35,20.82,No,No
TK,-3,36,20.82,No,No
TK,-3,37,20.82,No,No
TK,-3,38,20.82,No,No
TK,-3,39,20.82,No,No
TK,-3,40,20.82,No,No
TK,-3,41,20.82,No,No
TK,-3,42,20.82,No,No
TK,-3,43,20.82,No,No
TK,-3,44,20.82,No,No
TK,-3,45,20.82,No,No
TK,-2,3,20.38,No,No
TK,-2,4,20.38,No,No
TK,-2,5,20.38,No,No
TK,-2,6,20.47,No,No
TK,-2,7,20.56,No,No
TK,-2,8,20.64,No,No
TK,-2,9,20.73,No,No
TK,-2,10,20.73,No,No
TK,-2,11,20.73,No,No
TK,-2,12,20.73,No,No
TK,-2,13,20.73,No,No
TK,-2,14,20.73,No,No
TK,-2,15,20.73,No,No
TK,-2,16,20.73,No,No
TK,-2,17,20.73,No,No
TK,-2,18,20.73,No,No
TK,-2,19,20.73,No,No
TK,-2,20,20.73,No,No
TK,-2,21,20.73,No,No
TK,-2,22,20.73,No,No
TK,-2,23,20.73,No,No
TK,-2,24,20.73,No,No
TK,-2,25,20.73,No,No
TK,-2,26,20.73,No,No
TK,-2,27,20.73,No,No
TK,-2,28,20.73,No,No
TK,-2,29,20.73,No,No
TK,-2,30,20.73,No,No
TK,-2,31,20.73,No,No
TK,-2,32,20.73,No,No
TK,-2,33,20.73,No,No
TK,-2,34,20.73,No,No
TK,-2,35,20.73,No,No
TK,-2,36,20.73,No,No
TK,-2,37,20.73,No,No
TK,-2,38,20.73,No,No
TK,-2,39,20.73,No,No
TK,-2,40,20.73,No,No
TK,-2,41,20.73,No,No
TK,-2,42,20.73,No,No
TK,-2,43,20.73,No,No
TK,-2,44,20.73,No,No
TK,-2,45,20.73,No,No
TK,-1,3,20.38,No,No
TK,-1,4,20.38,No,No
TK,-1,5,20.38,No,No
TK,-1,6,20.42,No,No
TK,-1,7,20.47,No,No
TK,-1,8,20.56,No,No
TK,-1,9,20.64,No,No
TK,-1,10,20.64,No,No
TK,-1,11,20.64,No,No
TK,-1,12,20.64,No,No
TK,-1,13,20.64,No,No
TK,-1,14,20.64,No,No
TK,-1,15,20.64,No,No
TK,-1,16,20.64,No,No
TK,-1,17,20.64,No,No
TK,-1,18,20.64,No,No
TK,-1,19,20.64,No,No
TK,-1,20,20.64,No,No
TK,-1,21,20.64,No,No
TK,-1,22,20.64,No,No
TK,-1,23,20.64,No,No
TK,-1,24,20.64,No,No
TK,-1,25,20.64,No,No
TK,-1,26,20.64,No,No
TK,-1,27,20.64,No,No
TK,-1,28,20.64,No,No
TK,-1,29,20.64,No,No
TK,-1,30,20.64,No,No
TK,-1,31,20.64,No,No
TK,-1,32,20.64,No,No
TK,-1,33,20.64,No,No
TK,-1,34,20.64,No,No
TK,-1,35,20.64,No,No
TK,-1,36,20.64,No,No
TK,-1,37,20.64,No,No
TK,-1,38,20.64,No,No
TK,-1,39,20.64,No,No
TK,-1,40,20.64,No,No
TK,-1,41,20.64,No,No
TK,-1,42,20.64,No,No
TK,-1,43,20.64,No,No
TK,-1,44,20.64,No,No
TK,-1,45,20.64,No,No
TK,0,3,20.38,No,No
TK,0,4,20.38,No,No
TK,0,5,20.38,No,No
TK,0,6,20.38,No,No
TK,0,7,20.38,No,No
TK,0,8,20.47,No,No
TK,0,9,20.56,No,No
TK,0,10,20.56,No,No
TK,0,11,20.56,No,No
TK,0,12,20.56,No,No
TK,0,13,20.56,No,No
TK,0,14,20.56,No,No
TK,0,15,20.56,No,No
TK,0,16,20.56,No,No
TK,0,17,20.56,No,No
TK,0,18,20.56,No,No
TK,0,19,20.56,No,No
TK,0,20,20.56,No,No
TK,0,21,20.56,No,No
TK,0,22,20.56,No,No
TK,0,23,20.56,No,No
TK,0,24,20.56,No,No
TK,0,25,20.56,No,No
TK,0,26,20.56,No,No
TK,0,27,20.56,No,No
TK,0,28,20.56,No,No
TK,0,29,20.56,No,No
TK,0,30,20.56,No,No
TK,0,31,20.56,No,No
TK,0,32,20.56,No,No
TK,0,33,20.56,No,No
TK,0,34,20.56,No,No
TK,0,35,20.56,No,No
TK,0,36,20.56,No,No
TK,0,37,20.56,No,No
TK,0,38,20.56,No,No
TK,0,39,20.56,No,No
TK,0,40,20.56,No,No
TK,0,41,20.56,No,No
TK,0,42,20.56,No,No
TK,0,43,20.56,No,No
TK,0,44,20.56,No,No
TK,0,45,20.56,No,No
TK,1,3,20.29,No,No
TK,1,4,20.29,No,No
TK,1,5,20.29,No,No
TK,1,6,20.33,No,No
TK,1,7,20.38,No,No
TK,1,8,20.47,No,No
TK,1,9,20.56,No,No
TK,1,10,20.56,No,No
TK,1,11,20.56,No,No
TK,1,12,20.56,No,No
TK,1,13,20.56,No,No
TK,1,14,20.56,No,No
TK,1,15,20.56,No,No
TK,1,16,20.56,No,No
TK,1,17,20.56,No,No
TK,1,18,20.56,No,No
TK,1,19,20.56,No,No
TK,1,20,20.56,No,No
TK,1,21,20.56,No,No
TK,1,22,20.56,No,No
TK,1,23,20.56,No,No
TK,1,24,20.56,No,No
TK,1,25,20.56,No,No
TK,1,26,20.56,No,No
TK,1,27,20.56,No,No
TK,1,28,20.56,No,No
TK,1,29,20.56,No,No
TK,1,30,20.56,No,No
TK,1,31,20.56,No,No
TK,1,32,20.56,No,No
TK,1,33,20.56,No,No
TK,1,34,20.56,No,No
TK,1,35,20.56,No,No
TK,1,36,20.56,No,No
TK,1,37,20.56,No,No
TK,1,38,20.56,No,No
TK,1,39,20.56,No,No
TK,1,40,20.56,No,No
TK,1,41,20.56,No,No
TK,1,42,20.56,No,No
TK,1,43,20.56,No,No
TK,1,44,20.56,No,No
TK,1,45,20.56,No,No
TK,2,3,20.2,No,No
TK,2,4,20.2,No,No
TK,2,5,20.2,No,No
TK,2,6,20.29,No,No
TK,2,7,20.38,No,No
TK,2,8,20.47,No,No
TK,2,9,20.56,No,No
TK,2,10,20.56,No,No
TK,2,11,20.56,No,No
TK,2,12,20.56,No,No
TK,2,13,20.56,No,No
TK,2,14,20.56,No,No
TK,2,15,20.56,No,No
TK,2,16,20.56,No,No
TK,2,17,20.56,No,No
TK,2,18,20.56,No,No
TK,2,19,20.56,No,No
TK,2,20,20.56,No,No
TK,2,21,20.56,No,No
TK,2,22,20.56,No,No
TK,2,23,20.56,No,No
TK,2,24,20.56,No,No
TK,2,25,20.56,No,No
TK,2,26,20.56,No,No
TK,2,27,20.56,No,No
TK,2,28,20.56,No,No
TK,2,29,20.56,No,No
TK,2,30,20.56,No,No
TK,2,31,20.56,No,No
TK,2,32,20.56,No,No
TK,2,33,20.56,No,No
TK,2,34,20.56,No,No
TK,2,35,20.56,No,No
TK,2,36,20.56,No,No
TK,2,37,20.56,No,No
TK,2,38,20.56,No,No
TK,2,39,20.56,No,No
TK,2,40,20.56,No,No
TK,2,41,20.56,No,No
TK,2,42,20.56,No,No
TK,2,43,20.56,No,No
TK,2,44,20.56,No,No
TK,2,45,20.56,No,No
TK,3,3,20.2,No,No
TK,3,4,20.2,No,No
TK,3,5,20.2,No,No
TK,3,6,20.25,No,No
TK,3,7,20.29,No,No
TK,3,8,20.38,No,No
TK,3,9,20.47,No,No
TK,3,10,20.47,No,No
TK,3,11,20.47,No,No
TK,3,12,20.47,No,No
TK,3,13,20.47,No,No
TK,3,14,20.47,No,No
TK,3,15,20.47,No,No
TK,3,16,20.47,No,No
TK,3,17,20.47,No,No
TK,3,18,20.47,No,No
TK,3,19,20.47,No,No
TK,3,20,20.47,No,No
TK,3,21,20.47,No,No
TK,3,22,20.47,No,No
TK,3,23,20.47,No,No
TK,3,24,20.47,No,No
TK,3,25,20.47,No,No
TK,3,26,20.47,No,No
TK,3,27,20.47,No,No
TK,3,28,20.47,No,No
TK,3,29,20.47,No,No
TK,3,30,20.47,No,No
TK,3,31,20.47,No,No
TK,3,32,20.47,No,No
TK,3,33,20.47,No,No
TK,3,34,20.47,No,No
TK,3,35,20.47,No,No
TK,3,36,20.47,No,No
TK,3,37,20.47,No,No
TK,3,38,20.47,No,No
TK,3,39,20.47,No,No
TK,3,40,20.47,No,No
TK,3,41,20.47,No,No
TK,3,42,20.47,No,No
TK,3,43,20.47,No,No
TK,3,44,20.47,No,No
TK,3,45,20.47,No,No
TK,4,3,20.2,No,No
TK,4,4,20.2,No,No
TK,4,5,20.2,No,No
TK,4,6,20.2,No,No
TK,4,7,20.2,No,No
TK,4,8,20.29,No,No
TK,4,9,20.38,No,No
TK,4,10,20.38,No,No
TK,4,11,20.38,No,No
TK,4,12,20.38,No,No
TK,4,13,20.38,No,No
TK,4,14,20.38,No,No
TK,4,15,20.38,No,No
TK,4,16,20.38,No,No
TK,4,17,20.38,No,No
TK,4,18,20.38,No,No
TK,4,19,20.38,No,No
TK,4,20,20.38,No,No
TK,4,21,20.38,No,No
TK,4,22,20.38,No,No
TK,4,23,20.38,No,No
TK,4,24,20.38,No,No
TK,4,25,20.38,No,No
TK,4,26,20.38,No,No
TK,4,27,20.38,No,No
TK,4,28,20.38,No,No
TK,4,29,20.38,No,No
TK,4,30,20.38,No,No
TK,4,31,20.38,No,No
TK,4,32,20.38,No,No
TK,4,33,20.38,No,No
TK,4,34,20.38,No,No
TK,4,35,20.38,No,No
TK,4,36,20.38,No,No
TK,4,37,20.38,No,No
TK,4,38,20.38,No,No
TK,4,39,20.38,No,No
TK,4,40,20.38,No,No
TK,4,41,20.38,No,No
TK,4,42,20.38,No,No
TK,4,43,20.38,No,No
TK,4,44,20.38,No,No
TK,4,45,20.38,No,No
TK,5,3,20.11,No,No
TK,5,4,20.11,No,No
TK,5,5,20.11,No,No
TK,5,6,20.16,No,No
TK,5,7,20.2,No,No
TK,5,8,20.29,No,No
TK,5,9,20.38,No,No
TK,5,10,20.38,No,No
TK,5,11,20.38,No,No
TK,5,12,20.38,No,No
TK,5,13,20.38,No,No
TK,5,14,20.38,No,No
TK,5,15,20.38,No,No
TK,5,16,20.38,No,No
TK,5,17,20.38,No,No
TK,5,18,20.38,No,No
TK,5,19,20.38,No,No
TK,5,20,20.38,No,No
TK,5,21,20.38,No,No
TK,5,22,20.38,No,No
TK,5,23,20.38,No,No
TK,5,24,20.38,No,No
TK,5,25,20.38,No,No
TK,5,26,20.38,No,No
TK,5,27,20.38,No,No
TK,5,28,20.38,No,No
TK,5,29,20.38,No,No
TK,5,30,20.38,No,No
TK,5,31,20.38,No,No
TK,5,32,20.38,No,No
TK,5,33,20.38,No,No
TK,5,34,20.38,No,No
TK,5,35,20.38,No,No
TK,5,36,20.38,No,No
TK,5,37,20.38,No,No
TK,5,38,20.38,No,No
TK,5,39,20.38,No,No
TK,5,40,20.38,No,No
TK,5,41,20.38,No,No
TK,5,42,20.38,No,No
TK,5,43,20.38,No,No
TK,5,44,20.38,No,No
TK,5,45,20.38,No,No
TK,6,3,20.02,No,No
TK,6,4,20.02,No,No
TK,6,5,20.02,No,No
TK,6,6,20.11,No,No
TK,6,7,20.2,No,No
TK,6,8,20.29,No,No
TK,6,9,20.38,No,No
TK,6,10,20.38,No,No
TK,6,11,20.38,No,No
TK,6,12,20.38,No,No
TK,6,13,20.38,No,No
TK,6,14,20.38,No,No
TK,6,15,20.38,No,No
TK,6,16,20.38,No,No
TK,6,17,20.38,No,No
TK,6,18,20.38,No,No
TK,6,19,20.38,No,No
TK,6,20,20.38,No,No
TK,6,21,20.38,No,No
TK,6,22,20.38,No,No
TK,6,23,20.38,No,No
TK,6,24,20.38,No,No
TK,6,25,20.38,No,No
TK,6,26,20.38,No,No
TK,6,27,20.38,No,No
TK,6,28,20.38,No,No
TK,6,29,20.38,No,No
TK,6,30,20.38,No,No
TK,6,31,20.38,No,No
TK,6,32,20.38,No,No
TK,6,33,20.38,No,No
TK,6,34,20.38,No,No
TK,6,35,20.38,No,No
TK,6,36,20.38,No,No
TK,6,37,20.38,No,No
TK,6,38,20.38,No,No
TK,6,39,20.38,No,No
TK,6,40,20.38,No,No
TK,6,41,20.38,No,No
TK,6,42,20.38,No,No
TK,6,43,20.38,No,No
TK,6,44,20.38,No,No
TK,6,45,20.38,No,No
TK,7,3,19.94,No,No
TK,7,4,19.98,No,No
TK,7,5,20.02,No,No
TK,7,6,20.07,No,No
TK,7,7,20.11,No,No
TK,7,8,20.2,No,No
TK,7,9,20.29,No,No
TK,7,10,20.29,No,No
TK,7,11,20.29,No,No
TK,7,12,20.29,No,No
TK,7,13,20.29,No,No
TK,7,14,20.29,No,No
TK,7,15,20.29,No,No
TK,7,16,20.29,No,No
TK,7,17,20.29,No,No
TK,7,18,20.29,No,No
TK,7,19,20.29,No,No
TK,7,20,20.29,No,No
TK,7,21,20.29,No,No
TK,7,22,20.29,No,No
TK,7,23,20.29,No,No
TK,7,24,20.29,No,No
TK,7,25,20.29,No,No
TK,7,26,20.29,No,No
TK,7,27,20.29,No,No
TK,7,28,20.29,No,No
TK,7,29,20.29,No,No
TK,7,30,20.29,No,No
TK,7,31,20.29,No,No
TK,7,32,20.29,No,No
TK,7,33,20.29,No,No
TK,7,34,20.29,No,No
TK,7,35,20.29,No,No
TK,7,36,20.29,No,No
TK,7,37,20.29,No,No
TK,7,38,20.29,No,No
TK,7,39,20.29,No,No
TK,7,40,20.29,No,No
TK,7,41,20.29,No,No
TK,7,42,20.29,No,No
TK,7,43,20.29,No,No
TK,7,44,20.29,No,No
TK,7,45,20.29,No,No
TK,8,3,19.85,No,No
TK,8,4,19.94,No,No
TK,8,5,20.02,No,No
TK,8,6,20.02,No,No
TK,8,7,20.02,No,No
TK,8,8,20.11,No,No
TK,8,9,20.2,No,No
TK,8,10,20.2,No,No
TK,8,11,20.2,No,No
TK,8,12,20.2,No,No
TK,8,13,20.2,No,No
TK,8,14,20.2,No,No
TK,8,15,20.2,No,No
TK,8,16,20.2,No,No
TK,8,17,20.2,No,No
TK,8,18,20.2,No,No
TK,8,19,20.2,No,No
TK,8,20,20.2,No,No
TK,8,21,20.2,No,No
TK,8,22,20.2,No,No
TK,8,23,20.2,No,No
TK,8,24,20.2,No,No
TK,8,25,20.2,No,No
TK,8,26,20.2,No,No
TK,8,27,20.2,No,No
TK,8,28,20.2,No,No
TK,8,29,20.2,No,No
TK,8,30,20.2,No,No
TK,8,31,20.2,No,No
TK,8,32,20.2,No,No
TK,8,33,20.2,No,No
TK,8,34,20.2,No,No
TK,8,35,20.2,No,No
TK,8,36,20.2,No,No
TK,8,37,20.2,No,No
TK,8,38,20.2,No,No
TK,8,39,20.2,No,No
TK,8,40,20.2,No,No
TK,8,41,20.2,No,No
TK,8,42,20.2,No,No
TK,8,43,20.2,No,No
TK,8,44,20.2,No,No
TK,8,45,20.2,No,No
TK,9,3,19.85,No,No
TK,9,4,19.89,No,No
TK,9,5,19.94,No,No
TK,9,6,19.94,No,No
TK,9,7,19.94,No,No
TK,9,8,20.02,No,No
TK,9,9,20.11,No,No
TK,9,10,20.11,No,No
TK,9,11,20.11,No,No
TK,9,12,20.11,No,No
TK,9,13,20.11,No,No
TK,9,14,20.11,No,No
TK,9,15,20.11,No,No
TK,9,16,20.11,No,No
TK,9,17,20.11,No,No
TK,9,18,20.11,No,No
TK,9,19,20.11,No,No
TK,9,20,20.11,No,No
TK,9,21,20.11,No,No
TK,9,22,20.11,No,No
TK,9,23,20.11,No,No
TK,9,24,20.11,No,No
TK,9,25,20.11,No,No
TK,9,26,20.11,No,No
TK,9,27,20.11,No,No
TK,9,28,20.11,No,No
TK,9,29,20.11,No,No
TK,9,30,20.11,No,No
TK,9,31,20.11,No,No
TK,9,32,20.11,No,No
TK,9,33,20.11,No,No
TK,9,34,20.11,No,No
TK,9,35,20.11,No,No
TK,9,36,20.11,No,No
TK,9,37,20.11,No,No
TK,9,38,20.11,No,No
TK,9,39,20.11,No,No
TK,9,40,20.11,No,No
TK,9,41,20.11,No,No
TK,9,42,20.11,No,No
TK,9,43,20.11,No,No
TK,9,44,20.11,No,No
TK,9,45,20.11,No,No
TK,10,3,19.85,No,No
TK,10,4,19.85,No,No
TK,10,5,19.85,No,No
TK,10,6,19.85,No,No
TK,10,7,19.85,No,No
TK,10,8,19.94,No,No
TK,10,9,20.02,No,No
TK,10,10,20.02,No,No
TK,10,11,20.02,No,No
TK,10,12,20.02,No,No
TK,10,13,20.02,No,No
TK,10,14,20.02,No,No
TK,10,15,20.02,No,No
TK,10,16,20.02,No,No
TK,10,17,20.02,No,No
TK,10,18,20.02,No,No
TK,10,19,20.02,No,No
TK,10,20,20.02,No,No
TK,10,21,20.02,No,No
TK,10,22,20.02,No,No
TK,10,23,20.02,No,No
TK,10,24,20.02,No,No
TK,10,25,20.02,No,No
TK,10,26,20.02,No,No
TK,10,27,20.02,No,No
TK,10,28,20.02,No,No
TK,10,29,20.02,No,No
TK,10,30,20.02,No,No
TK,10,31,20.02,No,No
TK,10,32,20.02,No,No
TK,10,33,20.02,No,No
TK,10,34,20.02,No,No
TK,10,35,20.02,No,No
TK,10,36,20.02,No,No
TK,10,37,20.02,No,No
TK,10,38,20.02,No,No
TK,10,39,20.02,No,No
TK,10,40,20.02,No,No
TK,10,41,20.02,No,No
TK,10,42,20.02,No,No
TK,10,43,20.02,No,No
TK,10,44,20.02,No,No
TK,10,45,20.02,No,No
TK,11,3,19.85,No,No
TK,11,4,19.85,No,No
TK,11,5,19.85,No,No
TK,11,6,19.85,No,No
TK,11,7,19.85,No,No
TK,11,8,19.94,No,No
TK,11,9,20.02,No,No
TK,11,10,20.02,No,No
TK,11,11,20.02,No,No
TK,11,12,20.02,No,No
TK,11,13,20.02,No,No
TK,11,14,20.02,No,No
TK,11,15,20.02,No,No
TK,11,16,20.02,No,No
TK,11,17,20.02,No,No
TK,11,18,20.02,No,No
TK,11,19,20.02,No,No
TK,11,20,20.02,No,No
TK,11,21,20.02,No,No
TK,11,22,20.02,No,No
TK,11,23,20.02,No,No
TK,11,24,20.02,No,No
TK,11,25,20.02,No,No
TK,11,26,20.02,No,No
TK,11,27,20.02,No,No
TK,11,28,20.02,No,No
TK,11,29,20.02,No,No
TK,11,30,20.02,No,No
TK,11,31,20.02,No,No
TK,11,32,20.02,No,No
TK,11,33,20.02,No,No
TK,11,34,20.02,No,No
TK,11,35,20.02,No,No
TK,11,36,20.02,No,No
TK,11,37,20.02,No,No
TK,11,38,20.02,No,No
TK,11,39,20.02,No,No
TK,11,40,20.02,No,No
TK,11,41,20.02,No,No
TK,11,42,20.02,No,No
TK,11,43,20.02,No,No
TK,11,44,20.02,No,No
TK,11,45,20.02,No,No
TK,12,3,19.85,No,No
TK,12,4,19.85,No,No
TK,12,5,19.85,No,No
TK,12,6,19.85,No,No
TK,12,7,19.85,No,No
TK,12,8,19.94,No,No
TK,12,9,20.02,No,No
TK,12,10,20.02,No,No
TK,12,11,20.02,No,No
TK,12,12,20.02,No,No
TK,12,13,20.02,No,No
TK,12,14,20.02,No,No
TK,12,15,20.02,No,No
TK,12,16,20.02,No,No
TK,12,17,20.02,No,No
TK,12,18,20.02,No,No
TK,12,19,20.02,No,No
TK,12,20,20.02,No,No
TK,12,21,20.02,No,No
TK,12,22,20.02,No,No
TK,12,23,20.02,No,No
TK,12,24,20.02,No,No
TK,12,25,20.02,No,No
TK,12,26,20.02,No,No
TK,12,27,20.02,No,No
TK,12,28,20.02,No,No
TK,12,29,20.02,No,No
TK,12,30,20.02,No,No
TK,12,31,20.02,No,No
TK,12,32,20.02,No,No
TK,12,33,20.02,No,No
TK,12,34,20.02,No,No
TK,12,35,20.02,No,No
TK,12,36,20.02,No,No
TK,12,37,20.02,No,No
TK,12,38,20.02,No,No
TK,12,39,20.02,No,No
TK,12,40,20.02,No,No
TK,12,41,20.02,No,No
TK,12,42,20.02,No,No
TK,12,43,20.02,No,No
TK,12,44,20.02,No,No
TK,12,45,20.02,No,No
TK,13,3,19.76,No,No
TK,13,4,19.76,No,No
TK,13,5,19.76,No,No
TK,13,6,19.76,No,No
TK,13,7,19.76,No,No
TK,13,8,19.85,No,No
TK,13,9,19.94,No,No
TK,13,10,19.94,No,No
TK,13,11,19.94,No,No
TK,13,12,19.94,No,No
TK,13,13,19.94,No,No
TK,13,14,19.94,No,No
TK,13,15,19.94,No,No
TK,13,16,19.94,No,No
TK,13,17,19.94,No,No
TK,13,18,19.94,No,No
TK,13,19,19.94,No,No
TK,13,20,19.94,No,No
TK,13,21,19.94,No,No
TK,13,22,19.94,No,No
TK,13,23,19.94,No,No
TK,13,24,19.94,No,No
TK,13,25,19.94,No,No
TK,13,26,19.94,No,No
TK,13,27,19.94,No,No
TK,13,28,19.94,No,No
TK,13,29,19.94,No,No
TK,13,30,19.94,No,No
TK,13,31,19.94,No,No
TK,13,32,19.94,No,No
TK,13,33,19.94,No,No
TK,13,34,19.94,No,No
TK,13,35,19.94,No,No
TK,13,36,19.94,No,No
TK,13,37,19.94,No,No
TK,13,38,19.94,No,No
TK,13,39,19.94,No,No
TK,13,40,19.94,No,No
TK,13,41,19.94,No,No
TK,13,42,19.94,No,No
TK,13,43,19.94,No,No
TK,13,44,19.94,No,No
TK,13,45,19.94,No,No
TK,14,3,19.67,No,No
TK,14,4,19.67,No,No
TK,14,5,19.67,No,No
TK,14,6,19.67,No,No
TK,14,7,19.67,No,No
TK,14,8,19.76,No,No
TK,14,9,19.85,No,No
TK,14,10,19.85,No,No
TK,14,11,19.85,No,No
TK,14,12,19.85,No,No
TK,14,13,19.85,No,No
TK,14,14,19.85,No,No
TK,14,15,19.85,No,No
TK,14,16,19.85,No,No
TK,14,17,19.85,No,No
TK,14,18,19.85,No,No
TK,14,19,19.85,No,No
TK,14,20,19.85,No,No
TK,14,21,19.85,No,No
TK,14,22,19.85,No,No
TK,14,23,19.85,No,No
TK,14,24,19.85,No,No
TK,14,25,19.85,No,No
TK,14,26,19.85,No,No
TK,14,27,19.85,No,No
TK,14,28,19.85,No,No
TK,14,29,19.85,No,No
TK,14,30,19.85,No,No
TK,14,31,19.85,No,No
TK,14,32,19.85,No,No
TK,14,33,19.85,No,No
TK,14,34,19.85,No,No
TK,14,35,19.85,No,No
TK,14,36,19.85,No,No
TK,14,37,19.85,No,No
TK,14,38,19.85,No,No
TK,14,39,19.85,No,No
TK,14,40,19.85,No,No
TK,14,41,19.85,No,No
TK,14,42,19.85,No,No
TK,14,43,19.85,No,No
TK,14,44,19.85,No,No
TK,14,45,19.85,No,No
TK,15,3,19.67,No,No
TK,15,4,19.67,No,No
TK,15,5,19.67,No,No
TK,15,6,19.67,No,No
TK,15,7,19.67,No,No
TK,15,8,19.76,No,No
TK,15,9,19.85,No,No
TK,15,10,19.85,No,No
TK,15,11,19.85,No,No
TK,15,12,19.85,No,No
TK,15,13,19.85,No,No
TK,15,14,19.85,No,No
TK,15,15,19.85,No,No
TK,15,16,19.85,No,No
TK,15,17,19.85,No,No
TK,15,18,19.85,No,No
TK,15,19,19.85,No,No
TK,15,20,19.85,No,No
TK,15,21,19.85,No,No
TK,15,22,19.85,No,No
TK,15,23,19.85,No,No
TK,15,24,19.85,No,No
TK,15,25,19.85,No,No
TK,15,26,19.85,No,No
TK,15,27,19.85,No,No
TK,15,28,19.85,No,No
TK,15,29,19.85,No,No
TK,15,30,19.85,No,No
TK,15,31,19.85,No,No
TK,15,32,19.85,No,No
TK,15,33,19.85,No,No
TK,15,34,19.85,No,No
TK,15,35,19.85,No,No
TK,15,36,19.85,No,No
TK,15,37,19.85,No,No
TK,15,38,19.85,No,No
TK,15,39,19.85,No,No
TK,15,40,19.85,No,No
TK,15,41,19.85,No,No
TK,15,42,19.85,No,No
TK,15,43,19.85,No,No
TK,15,44,19.85,No,No
TK,15,45,19.85,No,No
TK,16,3,19.67,No,No
TK,16,4,19.67,No,No
TK,16,5,19.67,No,No
TK,16,6,19.67,No,No
TK,16,7,19.67,No,No
TK,16,8,19.76,No,No
TK,16,9,19.85,No,No
TK,16,10,19.85,No,No
TK,16,11,19.85,No,No
TK,16,12,19.85,No,No
TK,16,13,19.85,No,No
TK,16,14,19.85,No,No
TK,16,15,19.85,No,No
TK,16,16,19.85,No,No
TK,16,17,19.85,No,No
TK,16,18,19.85,No,No
TK,16,19,19.85,No,No
TK,16,20,19.85,No,No
TK,16,21,19.85,No,No
TK,16,22,19.85,No,No
TK,16,23,19.85,No,No
TK,16,24,19.85,No,No
TK,16,25,19.85,No,No
TK,16,26,19.85,No,No
TK,16,27,19.85,No,No
TK,16,28,19.85,No,No
TK,16,29,19.85,No,No
TK,16,30,19.85,No,No
TK,16,31,19.85,No,No
TK,16,32,19.85,No,No
TK,16,33,19.85,No,No
TK,16,34,19.85,No,No
TK,16,35,19.85,No,No
TK,16,36,19.85,No,No
TK,16,37,19.85,No,No
TK,16,38,19.85,No,No
TK,16,39,19.85,No,No
TK,16,40,19.85,No,No
TK,16,41,19.85,No,No
TK,16,42,19.85,No,No
TK,16,43,19.85,No,No
TK,16,44,19.85,No,No
TK,16,45,19.85,No,No
TK,17,3,19.58,No,No
TK,17,4,19.58,No,No
TK,17,5,19.58,No,No
TK,17,6,19.62,No,No
TK,17,7,19.67,No,No
TK,17,8,19.71,No,No
TK,17,9,19.76,No,No
TK,17,10,19.76,No,No
TK,17,11,19.76,No,No
TK,17,12,19.76,No,No
TK,17,13,19.76,No,No
TK,17,14,19.76,No,No
TK,17,15,19.76,No,No
TK,17,16,19.76,No,No
TK,17,17,19.76,No,No
TK,17,18,19.76,No,No
TK,17,19,19.76,No,No
TK,17,20,19.76,No,No
TK,17,21,19.76,No,No
TK,17,22,19.76,No,No
TK,17,23,19.76,No,No
TK,17,24,19.76,No,No
TK,17,25,19.76,No,No
TK,17,26,19.76,No,No
TK,17,27,19.76,No,No
TK,17,28,19.76,No,No
TK,17,29,19.76,No,No
TK,17,30,19.76,No,No
TK,17,31,19.76,No,No
TK,17,32,19.76,No,No
TK,17,33,19.76,No,No
TK,17,34,19.76,No,No
TK,17,35,19.76,No,No
TK,17,36,19.76,No,No
TK,17,37,19.76,No,No
TK,17,38,19.76,No,No
TK,17,39,19.76,No,No
TK,17,40,19.76,No,No
TK,17,41,19.76,No,No
TK,17,42,19.76,No,No
TK,17,43,19.76,No,No
TK,17,44,19.76,No,No
TK,17,45,19.76,No,No
TK,18,3,19.49,No,No
TK,18,4,19.49,No,No
TK,18,5,19.49,No,No
TK,18,6,19.58,No,No
TK,18,7,19.67,No,No
TK,18,8,19.67,No,No
TK,18,9,19.67,No,No
TK,18,10,19.67,No,No
TK,18,11,19.67,No,No
TK,18,12,19.67,No,No
TK,18,13,19.67,No,No
TK,18,14,19.67,No,No
TK,18,15,19.67,No,No
TK,18,16,19.67,No,No
TK,18,17,19.67,No,No
TK,18,18,19.67,No,No
TK,18,19,19.67,No,No
TK,18,20,19.67,No,No
TK,18,21,19.67,No,No
TK,18,22,19.67,No,No
TK,18,23,19.67,No,No
TK,18,24,19.67,No,No
TK,18,25,19.67,No,No
TK,18,26,19.67,No,No
TK,18,27,19.67,No,No
TK,18,28,19.67,No,No
TK,18,29,19.67,No,No
TK,18,30,19.67,No,No
TK,18,31,19.67,No,No
TK,18,32,19.67,No,No
TK,18,33,19.67,No,No
TK,18,34,19.67,No,No
TK,18,35,19.67,No,No
TK,18,36,19.67,No,No
TK,18,37,19.67,No,No
TK,18,38,19.67,No,No
TK,18,39,19.67,No,No
TK,18,40,19.67,No,No
TK,18,41,19.67,No,No
TK,18,42,19.67,No,No
